return_id,order_id,product_id,return_date,return_reason
1269,14748,101,2024-03-20,Wrong Size
1270,19792,994,2025-06-14,Defective
1271,6755,542,2023-09-20,Late Delivery
1272,9400,923,2025-01-15,Defective
1273,18634,199,2023-08-05,Wrong Size
1274,1505,637,2025-06-04,Wrong Size
1275,10812,866,2025-03-27,Wrong Size
1276,18764,691,2023-12-04,Late Delivery
1277,1186,13,2024-10-02,Wrong Size
1278,15996,767,2025-05-26,Wrong Size
1279,15727,727,2024-10-13,Defective
1280,11104,616,2025-07-10,Wrong Size
1281,8287,44,2024-04-02,Changed Mind
1282,6096,486,2025-05-03,Late Delivery
1283,2021,953,2022-09-24,Changed Mind
1284,10451,961,2023-11-07,Changed Mind
1285,11157,766,2022-11-12,Changed Mind
1286,8301,446,2025-03-14,Wrong Size
1287,6122,525,2024-04-28,Changed Mind
1288,6108,298,2023-02-18,Wrong Size
1289,3654,401,2024-11-06,Defective
1290,18807,782,2024-11-20,Defective
1291,13659,58,2024-01-14,Defective
1292,3462,293,2023-06-21,Defective
1293,18863,445,2023-04-25,Wrong Size
1294,6433,981,2024-02-24,Wrong Size
1295,11305,10,2023-10-28,Wrong Size
1296,2212,280,2025-08-22,Defective
1297,5464,368,2022-11-13,Changed Mind
1298,3142,459,2025-07-15,Defective
1299,4023,440,2024-05-12,Defective
1300,8150,907,2024-04-24,Changed Mind
1301,7897,196,2024-11-25,Late Delivery
1302,1579,779,2024-11-17,Defective
1303,2522,55,2025-07-28,Defective
1304,9971,164,2023-09-30,Defective
1305,9278,731,2023-09-12,Changed Mind
1306,2871,775,2025-01-23,Defective
1307,11464,26,2025-04-22,Changed Mind
1308,3871,492,2024-10-25,Defective
1309,5641,799,2024-09-06,Changed Mind
1310,7481,844,2025-09-18,Changed Mind
1311,15064,87,2022-10-28,Defective
1312,10482,509,2024-03-21,Wrong Size
1313,10593,892,2024-09-22,Late Delivery
1314,8870,364,2025-03-25,Wrong Size
1315,11178,61,2025-09-14,Defective
1316,2272,871,2023-09-20,Changed Mind
1317,10790,419,2025-06-07,Late Delivery
1318,14551,984,2023-05-18,Defective
1319,17167,228,2024-04-01,Changed Mind
1320,13371,69,2025-01-05,Late Delivery
1321,9755,978,2024-11-01,Defective
1322,3257,466,2022-12-31,Wrong Size
1323,15809,589,2023-04-18,Late Delivery
1324,19216,756,2022-09-25,Late Delivery
1325,7092,534,2023-02-26,Late Delivery
1326,18358,962,2024-07-08,Wrong Size
1327,13130,778,2024-06-13,Wrong Size
1328,15001,179,2022-11-01,Defective
1329,12362,139,2024-09-20,Wrong Size
1330,12995,281,2023-03-28,Changed Mind
1331,6401,741,2024-02-07,Defective
1332,9258,481,2023-03-14,Wrong Size
1333,7696,809,2022-11-06,Late Delivery
1334,2055,708,2024-07-14,Defective
1335,5707,365,2024-08-25,Wrong Size
1336,5981,276,2023-09-18,Wrong Size
1337,14207,604,2025-02-06,Wrong Size
1338,4309,878,2023-07-24,Changed Mind
1339,10177,967,2024-09-15,Defective
1340,11404,187,2024-05-15,Wrong Size
1341,19232,896,2024-10-05,Wrong Size
1342,3059,415,2023-01-06,Defective
1343,10580,291,2023-02-24,Changed Mind
1344,1231,933,2024-11-19,Changed Mind
1345,3092,513,2023-04-16,Defective
1346,19240,678,2023-12-16,Late Delivery
1347,15158,93,2024-12-25,Wrong Size
1348,3249,249,2025-02-25,Late Delivery
1349,12007,801,2024-06-26,Defective
1350,19285,960,2024-12-29,Defective
1351,15611,520,2024-05-10,Changed Mind
1352,13825,539,2024-03-29,Defective
1353,19441,936,2024-11-25,Changed Mind
1354,19735,935,2025-02-07,Wrong Size
1355,18761,884,2023-07-01,Late Delivery
1356,6163,871,2023-04-15,Wrong Size
1357,17349,106,2025-05-27,Wrong Size
1358,19589,967,2023-12-06,Late Delivery
1359,16832,689,2022-11-11,Wrong Size
1360,3044,252,2023-12-17,Late Delivery
1361,14964,649,2023-05-23,Changed Mind
1362,18799,456,2024-05-27,Late Delivery
1363,15149,863,2025-07-02,Wrong Size
1364,3501,991,2023-08-14,Late Delivery
1365,135,682,2024-07-29,Changed Mind
1366,4836,260,2023-07-22,Defective
1367,2149,815,2023-05-01,Changed Mind
1368,694,984,2025-08-16,Defective
1369,12821,449,2024-08-21,Changed Mind
1370,5690,532,2025-04-16,Late Delivery
1371,12380,627,2022-12-12,Late Delivery
1372,5474,533,2022-09-29,Late Delivery
1373,7345,299,2023-06-13,Late Delivery
1374,9440,174,2024-07-24,Late Delivery
1375,3208,408,2025-02-12,Defective
1376,1147,741,2024-11-27,Defective
1377,16925,464,2023-05-14,Defective
1378,3883,341,2025-08-10,Late Delivery
1379,1885,29,2024-02-28,Wrong Size
1380,8211,311,2023-01-14,Late Delivery
1381,2458,708,2023-02-12,Changed Mind
1382,17021,64,2024-08-08,Defective
1383,2576,165,2024-02-19,Late Delivery
1384,2358,174,2022-09-27,Wrong Size
1385,2499,249,2024-01-16,Wrong Size
1386,2719,592,2022-11-30,Changed Mind
1387,2314,762,2023-05-14,Changed Mind
1388,2119,564,2024-09-22,Defective
1389,14855,419,2024-12-08,Wrong Size
1390,16534,757,2025-09-11,Wrong Size
1391,9787,41,2023-08-03,Changed Mind
1392,419,1000,2025-02-01,Wrong Size
1393,11165,116,2023-11-19,Wrong Size
1394,3263,53,2024-05-07,Wrong Size
1395,17883,845,2025-03-13,Defective
1396,16690,50,2025-09-07,Late Delivery
1397,7163,627,2024-07-27,Defective
1398,16020,761,2025-02-15,Changed Mind
1399,5416,670,2024-01-17,Late Delivery
1400,2691,295,2025-03-26,Changed Mind
1401,8050,108,2025-05-09,Wrong Size
1402,16775,172,2025-08-25,Defective
1403,10842,60,2023-08-04,Defective
1404,14157,656,2024-08-28,Defective
1405,3174,500,2025-02-11,Changed Mind
1406,191,435,2023-11-19,Changed Mind
1407,12074,565,2025-05-15,Late Delivery
1408,2484,904,2023-08-14,Late Delivery
1409,4304,79,2025-02-07,Changed Mind
1410,15149,554,2024-08-14,Defective
1411,10352,808,2024-03-19,Wrong Size
1412,15570,407,2024-08-09,Changed Mind
1413,9356,408,2023-12-20,Late Delivery
1414,14344,950,2023-06-06,Defective
1415,7594,668,2024-11-04,Changed Mind
1416,17867,241,2025-08-21,Wrong Size
1417,14606,427,2024-04-27,Defective
1418,4224,761,2024-04-09,Wrong Size
1419,9060,446,2023-06-06,Late Delivery
1420,7276,525,2023-05-23,Late Delivery
1421,19563,633,2025-03-28,Changed Mind
1422,13936,554,2025-01-15,Late Delivery
1423,8786,171,2023-09-08,Defective
1424,12242,471,2023-06-23,Wrong Size
1425,13015,388,2024-10-04,Late Delivery
1426,19404,583,2025-09-09,Late Delivery
1427,621,550,2025-08-19,Defective
1428,4019,124,2024-11-19,Wrong Size
1429,4486,404,2023-04-29,Late Delivery
1430,5811,782,2022-12-28,Wrong Size
1431,14030,268,2025-08-11,Defective
1432,10256,604,2025-08-24,Wrong Size
1433,14761,851,2023-01-07,Wrong Size
1434,17055,35,2025-08-15,Late Delivery
1435,3896,177,2024-04-10,Defective
1436,12551,528,2025-09-10,Late Delivery
1437,16943,275,2024-05-26,Late Delivery
1438,13958,188,2025-07-11,Defective
1439,9975,11,2025-05-09,Late Delivery
1440,10207,181,2023-11-05,Late Delivery
1441,12868,556,2023-06-29,Late Delivery
1442,18691,451,2024-01-05,Wrong Size
1443,2645,570,2023-04-09,Wrong Size
1444,13537,488,2023-12-11,Changed Mind
1445,16020,135,2024-04-07,Wrong Size
1446,16752,888,2025-04-25,Wrong Size
1447,16080,17,2025-03-25,Defective
1448,3242,675,2024-10-26,Late Delivery
1449,15002,873,2022-11-14,Late Delivery
1450,6967,37,2023-01-24,Late Delivery
1451,2563,266,2025-08-05,Changed Mind
1452,909,612,2025-05-05,Wrong Size
1453,10914,516,2024-08-21,Defective
1454,14415,309,2023-04-09,Defective
1455,321,856,2025-09-05,Defective
1456,7032,173,2024-10-07,Late Delivery
1457,9563,424,2025-02-10,Changed Mind
1458,12689,490,2025-01-27,Defective
1459,11682,741,2024-02-18,Changed Mind
1460,8308,658,2024-11-07,Wrong Size
1461,18156,151,2022-12-28,Late Delivery
1462,9346,57,2024-05-03,Late Delivery
1463,1675,867,2024-06-06,Late Delivery
1464,13128,379,2023-09-22,Wrong Size
1465,1646,368,2023-10-30,Changed Mind
1466,19260,29,2024-11-01,Wrong Size
1467,1949,593,2023-08-27,Late Delivery
1468,17792,163,2025-06-24,Changed Mind
1469,7235,232,2023-12-18,Wrong Size
1470,657,375,2024-10-20,Wrong Size
1471,1085,343,2022-09-22,Changed Mind
1472,632,429,2022-12-15,Changed Mind
1473,10620,142,2024-03-28,Late Delivery
1474,8703,318,2025-07-09,Defective
1475,15072,253,2025-01-31,Wrong Size
1476,3252,413,2023-01-25,Defective
1477,11337,325,2023-09-12,Wrong Size
1478,4737,585,2024-05-02,Changed Mind
1479,18535,293,2024-03-10,Wrong Size
1480,6872,882,2025-05-18,Defective
1481,7735,407,2023-12-04,Defective
1482,6310,566,2024-11-21,Late Delivery
1483,7835,134,2024-04-15,Wrong Size
1484,7204,750,2023-03-20,Defective
1485,16060,159,2024-11-13,Changed Mind
1486,6631,193,2025-04-30,Changed Mind
1487,4240,715,2024-03-20,Defective
1488,19055,322,2023-04-27,Defective
1489,15517,455,2023-08-06,Late Delivery
1490,13891,943,2023-10-25,Changed Mind
1491,1394,868,2023-04-02,Wrong Size
1492,202,171,2023-04-06,Defective
1493,1917,579,2022-11-22,Changed Mind
1494,1224,543,2024-04-01,Late Delivery
1495,17349,704,2025-03-05,Changed Mind
1496,17547,36,2023-06-05,Wrong Size
1497,4871,958,2024-04-25,Wrong Size
1498,11773,952,2024-12-28,Changed Mind
1499,13870,669,2024-05-04,Late Delivery
1500,905,56,2022-12-17,Defective
1501,9997,981,2025-07-11,Changed Mind
1502,4323,950,2023-06-21,Defective
1503,13126,406,2024-03-01,Changed Mind
1504,1122,769,2024-03-29,Late Delivery
1505,15710,91,2024-08-20,Defective
1506,18317,821,2023-07-17,Defective
1507,15767,399,2024-02-08,Defective
1508,1179,644,2024-06-19,Changed Mind
1509,3208,418,2024-09-21,Wrong Size
1510,2729,573,2023-04-21,Changed Mind
1511,16523,370,2025-03-24,Wrong Size
1512,18470,733,2023-05-27,Changed Mind
1513,17027,624,2022-10-12,Defective
1514,14371,758,2024-03-20,Defective
1515,17851,145,2024-10-27,Changed Mind
1516,9851,228,2025-08-08,Changed Mind
1517,16412,592,2025-06-02,Wrong Size
1518,15595,127,2025-01-01,Wrong Size
1519,6046,232,2023-08-08,Changed Mind
1520,14157,514,2024-12-27,Wrong Size
1521,18519,997,2023-06-06,Wrong Size
1522,11411,984,2024-07-09,Changed Mind
1523,3072,461,2022-11-19,Wrong Size
1524,13447,671,2023-04-24,Defective
1525,2564,213,2023-07-04,Defective
1526,9052,838,2024-11-03,Changed Mind
1527,14955,42,2025-01-16,Defective
1528,7133,42,2025-06-12,Defective
1529,6766,819,2023-05-24,Changed Mind
1530,775,984,2025-02-15,Wrong Size
1531,5588,474,2024-03-08,Changed Mind
1532,230,317,2023-02-26,Wrong Size
1533,9801,418,2024-08-23,Changed Mind
1534,16633,944,2023-02-16,Wrong Size
1535,18909,373,2022-12-25,Wrong Size
1536,19424,985,2025-07-07,Late Delivery
1537,16244,747,2025-04-22,Wrong Size
1538,5092,480,2023-12-18,Wrong Size
1539,778,721,2023-09-29,Changed Mind
1540,11826,345,2024-11-13,Late Delivery
1541,6820,760,2024-06-16,Changed Mind
1542,13365,938,2024-02-20,Late Delivery
1543,19444,114,2023-05-15,Defective
1544,17804,709,2023-06-25,Defective
1545,17335,598,2023-12-22,Wrong Size
1546,856,374,2023-05-21,Defective
1547,18687,402,2023-05-23,Defective
1548,3661,970,2025-07-01,Changed Mind
1549,5263,927,2025-04-21,Late Delivery
1550,10958,239,2024-03-03,Changed Mind
1551,597,240,2024-08-21,Defective
1552,6705,964,2025-05-16,Changed Mind
1553,2925,207,2024-03-09,Late Delivery
1554,15208,618,2023-08-29,Wrong Size
1555,698,753,2024-08-20,Changed Mind
1556,11773,650,2023-03-13,Changed Mind
1557,9522,898,2023-06-28,Changed Mind
1558,4818,641,2023-02-07,Changed Mind
1559,8423,98,2025-01-28,Defective
1560,16218,433,2025-05-21,Defective
1561,13647,482,2024-08-01,Changed Mind
1562,11742,653,2023-11-02,Wrong Size
1563,13389,219,2025-05-17,Late Delivery
1564,3775,273,2024-12-01,Wrong Size
1565,1174,197,2023-09-03,Late Delivery
1566,13044,411,2022-12-29,Changed Mind
1567,11945,175,2022-11-06,Wrong Size
1568,13948,552,2023-03-14,Defective
1569,16435,643,2024-02-16,Late Delivery
1570,1465,433,2025-03-14,Defective
1571,18782,349,2023-03-03,Wrong Size
1572,16790,998,2025-04-17,Wrong Size
1573,15012,158,2025-03-31,Wrong Size
1574,14704,192,2022-12-06,Changed Mind
1575,1807,69,2024-04-16,Defective
1576,3071,731,2024-10-29,Late Delivery
1577,13264,728,2025-02-12,Late Delivery
1578,8448,270,2024-10-07,Changed Mind
1579,3574,188,2025-09-16,Changed Mind
1580,19673,413,2023-06-12,Changed Mind
1581,17721,156,2022-10-09,Defective
1582,9942,757,2024-09-15,Wrong Size
1583,15030,607,2023-09-02,Late Delivery
1584,951,161,2023-12-23,Wrong Size
1585,9538,961,2024-09-17,Defective
1586,4788,27,2024-03-31,Wrong Size
1587,13307,297,2025-06-02,Changed Mind
1588,3008,687,2025-07-05,Changed Mind
1589,11198,390,2022-09-29,Wrong Size
1590,13275,270,2025-02-24,Changed Mind
1591,18647,85,2024-08-13,Changed Mind
1592,16512,13,2023-12-27,Defective
1593,8773,642,2025-04-25,Wrong Size
1594,8582,534,2025-08-09,Wrong Size
1595,7348,989,2024-04-04,Defective
1596,16498,467,2023-12-22,Defective
1597,8286,729,2025-07-14,Late Delivery
1598,5916,249,2025-05-05,Changed Mind
1599,599,496,2023-10-18,Late Delivery
1600,5376,902,2024-06-15,Late Delivery
1601,16031,486,2023-11-06,Late Delivery
1602,19016,939,2025-09-11,Changed Mind
1603,9367,478,2025-06-20,Wrong Size
1604,7483,557,2024-11-15,Changed Mind
1605,8556,888,2025-03-31,Wrong Size
1606,9731,340,2023-10-26,Late Delivery
1607,6462,593,2023-10-20,Wrong Size
1608,11720,804,2023-11-17,Defective
1609,11746,222,2022-10-02,Changed Mind
1610,17825,518,2023-03-28,Wrong Size
1611,4754,47,2024-03-12,Defective
1612,15067,284,2023-01-25,Wrong Size
1613,19749,773,2025-06-09,Late Delivery
1614,12683,880,2025-04-08,Late Delivery
1615,12357,398,2024-07-12,Late Delivery
1616,4910,396,2025-07-13,Changed Mind
1617,10237,262,2022-12-17,Wrong Size
1618,667,116,2023-05-19,Late Delivery
1619,12683,668,2023-03-16,Changed Mind
1620,5313,543,2023-03-22,Wrong Size
1621,1351,815,2023-08-26,Wrong Size
1622,2730,874,2024-05-05,Late Delivery
1623,6189,365,2024-02-12,Late Delivery
1624,1710,629,2023-06-29,Wrong Size
1625,3846,97,2025-09-08,Defective
1626,5508,560,2024-08-26,Late Delivery
1627,5194,595,2025-05-01,Changed Mind
1628,14799,221,2023-03-04,Defective
1629,3723,396,2024-07-19,Wrong Size
1630,5011,670,2024-11-07,Defective
1631,5120,583,2024-10-20,Wrong Size
1632,11787,798,2025-03-17,Defective
1633,1978,967,2024-11-20,Defective
1634,780,555,2025-06-02,Defective
1635,14606,404,2024-09-18,Defective
1636,2756,87,2023-07-09,Defective
1637,7753,522,2025-03-20,Changed Mind
1638,4754,497,2024-08-07,Changed Mind
1639,13556,667,2023-07-10,Changed Mind
1640,17700,485,2023-10-18,Late Delivery
1641,6425,217,2023-06-23,Wrong Size
1642,19470,900,2022-11-17,Late Delivery
1643,16754,104,2023-11-13,Changed Mind
1644,12456,643,2025-09-17,Defective
1645,8384,613,2022-09-30,Changed Mind
1646,7954,589,2023-07-16,Late Delivery
1647,727,861,2023-01-18,Late Delivery
1648,6685,339,2025-06-02,Late Delivery
1649,5681,877,2022-12-08,Defective
1650,6456,478,2022-11-03,Changed Mind
1651,11009,717,2024-03-13,Late Delivery
1652,10679,46,2023-11-08,Late Delivery
1653,4575,465,2024-03-08,Defective
1654,14243,103,2025-06-01,Wrong Size
1655,709,638,2023-09-08,Changed Mind
1656,5285,214,2023-11-08,Defective
1657,19892,430,2025-06-30,Defective
1658,1991,178,2023-08-01,Wrong Size
1659,10878,356,2023-09-08,Wrong Size
1660,7168,188,2024-04-01,Wrong Size
1661,3169,661,2023-05-19,Defective
1662,1727,240,2023-05-03,Defective
1663,8418,568,2024-08-24,Changed Mind
1664,5776,828,2023-12-28,Late Delivery
1665,5687,198,2024-10-28,Changed Mind
1666,17489,249,2025-01-31,Wrong Size
1667,4372,347,2023-06-24,Wrong Size
1668,15969,891,2023-06-16,Wrong Size
1669,4252,350,2023-04-23,Late Delivery
1670,38,37,2025-05-02,Late Delivery
1671,12138,127,2023-12-02,Late Delivery
1672,3146,119,2024-03-16,Late Delivery
1673,13431,857,2022-09-30,Changed Mind
1674,6559,264,2025-01-25,Wrong Size
1675,3384,204,2024-07-29,Wrong Size
1676,4395,644,2025-01-20,Late Delivery
1677,15282,216,2024-01-01,Late Delivery
1678,19675,478,2025-04-28,Defective
1679,3450,43,2025-08-28,Defective
1680,11104,813,2024-12-24,Defective
1681,9400,46,2024-08-17,Wrong Size
1682,1667,231,2023-06-21,Changed Mind
1683,6824,48,2024-07-12,Changed Mind
1684,686,587,2024-11-23,Changed Mind
1685,13608,740,2024-09-07,Wrong Size
1686,5562,627,2024-09-19,Wrong Size
1687,14041,364,2025-06-08,Changed Mind
1688,6648,30,2024-04-05,Wrong Size
1689,3475,319,2025-06-21,Wrong Size
1690,11007,820,2022-09-23,Late Delivery
1691,3721,533,2023-03-19,Wrong Size
1692,10231,656,2025-09-14,Changed Mind
1693,1172,576,2023-02-18,Wrong Size
1694,4997,276,2023-06-12,Defective
1695,4235,92,2025-01-03,Late Delivery
1696,16622,752,2025-07-04,Late Delivery
1697,13673,757,2023-01-23,Wrong Size
1698,15730,434,2025-03-27,Wrong Size
1699,892,471,2024-04-05,Late Delivery
1700,16726,183,2024-07-01,Wrong Size
1701,2422,258,2024-02-16,Late Delivery
1702,1450,28,2023-11-27,Defective
1703,19424,199,2024-07-10,Defective
1704,18799,634,2023-08-18,Wrong Size
1705,15403,509,2024-02-15,Late Delivery
1706,4903,659,2023-08-12,Defective
1707,7721,258,2023-08-10,Changed Mind
1708,19970,108,2023-11-01,Changed Mind
1709,700,239,2023-11-22,Changed Mind
1710,853,739,2025-02-03,Defective
1711,3697,300,2022-11-24,Wrong Size
1712,19363,394,2024-09-11,Wrong Size
1713,7966,204,2023-02-28,Late Delivery
1714,12904,735,2023-10-28,Changed Mind
1715,10968,948,2023-05-29,Wrong Size
1716,11539,978,2024-08-02,Wrong Size
1717,14315,609,2023-07-01,Changed Mind
1718,8518,445,2023-03-20,Late Delivery
1719,7581,399,2022-09-28,Wrong Size
1720,5981,58,2023-06-16,Changed Mind
1721,16266,948,2022-10-24,Defective
1722,5440,979,2025-06-06,Changed Mind
1723,17498,502,2022-12-17,Defective
1724,16880,5,2024-10-04,Defective
1725,12366,407,2023-04-10,Defective
1726,10612,539,2023-01-31,Late Delivery
1727,18213,906,2023-08-23,Defective
1728,8776,923,2023-09-06,Defective
1729,8570,534,2025-06-06,Defective
1730,264,135,2023-03-16,Late Delivery
1731,19209,979,2023-09-23,Wrong Size
1732,721,895,2024-09-19,Late Delivery
1733,17937,109,2024-01-11,Changed Mind
1734,9123,768,2025-09-10,Changed Mind
1735,3284,254,2025-05-18,Wrong Size
1736,590,332,2022-12-11,Late Delivery
1737,3846,1,2024-12-07,Wrong Size
1738,13998,715,2024-10-08,Wrong Size
1739,30,439,2023-09-03,Wrong Size
1740,13044,487,2023-08-16,Wrong Size
1741,6190,63,2025-06-14,Changed Mind
1742,12850,576,2023-09-26,Wrong Size
1743,18529,380,2025-08-18,Defective
1744,11647,739,2023-08-14,Late Delivery
1745,15440,108,2024-09-14,Changed Mind
1746,15826,525,2023-06-27,Changed Mind
1747,10216,694,2025-01-11,Late Delivery
1748,12932,131,2024-06-15,Wrong Size
1749,945,450,2022-10-09,Late Delivery
1750,18393,418,2024-08-15,Late Delivery
1751,12800,327,2023-03-14,Wrong Size
1752,18245,175,2022-12-19,Wrong Size
1753,8087,579,2024-10-13,Changed Mind
1754,16230,58,2025-01-14,Defective
1755,10331,161,2025-01-22,Late Delivery
1756,7452,306,2024-04-16,Wrong Size
1757,5286,898,2023-10-10,Late Delivery
1758,3325,792,2024-04-23,Defective
1759,3314,10,2023-01-01,Changed Mind
1760,4258,756,2023-08-19,Late Delivery
1761,2857,710,2025-09-03,Defective
1762,5320,768,2023-02-20,Changed Mind
1763,12420,902,2025-01-19,Late Delivery
1764,8010,343,2025-07-06,Changed Mind
1765,18743,471,2024-08-29,Defective
1766,4227,399,2024-08-17,Defective
1767,7970,784,2023-03-12,Wrong Size
1768,16955,375,2023-04-13,Wrong Size
1769,5726,423,2024-12-02,Changed Mind
1770,18875,682,2023-10-21,Late Delivery
1771,14622,579,2023-03-10,Changed Mind
1772,9674,797,2022-10-06,Defective
1773,9252,406,2023-12-10,Defective
1774,19061,412,2025-02-25,Changed Mind
1775,16080,351,2024-12-13,Changed Mind
1776,17425,221,2022-10-05,Changed Mind
1777,6322,460,2023-08-03,Late Delivery
1778,19213,983,2023-08-13,Late Delivery
1779,13463,303,2025-05-05,Changed Mind
1780,1734,463,2025-07-25,Wrong Size
1781,14460,612,2023-07-09,Changed Mind
1782,16221,2,2025-09-06,Defective
1783,12289,699,2023-11-20,Defective
1784,8518,647,2025-02-13,Defective
1785,8309,970,2024-07-06,Defective
1786,15465,207,2023-04-28,Changed Mind
1787,13694,192,2024-02-22,Late Delivery
1788,9343,100,2023-05-14,Defective
1789,19693,968,2025-02-14,Wrong Size
1790,5461,879,2023-11-27,Wrong Size
1791,2212,699,2023-08-26,Defective
1792,13625,787,2024-12-22,Wrong Size
1793,3444,913,2022-11-16,Defective
1794,3242,933,2025-08-15,Defective
1795,11267,662,2024-09-23,Wrong Size
1796,5465,829,2024-04-21,Late Delivery
1797,19031,578,2024-06-08,Wrong Size
1798,2405,16,2023-09-06,Defective
1799,4127,347,2024-04-25,Defective
1800,11758,393,2025-07-23,Late Delivery
1801,17153,87,2024-03-04,Late Delivery
1802,16523,870,2022-12-31,Wrong Size
1803,11065,906,2022-12-09,Wrong Size
1804,6927,444,2025-08-03,Changed Mind
1805,11880,628,2023-12-03,Defective
1806,7533,598,2022-10-05,Wrong Size
1807,1710,156,2025-02-21,Changed Mind
1808,4709,695,2024-02-25,Changed Mind
1809,12775,722,2024-01-08,Wrong Size
1810,19085,436,2023-03-26,Changed Mind
1811,6186,225,2025-04-29,Defective
1812,7322,967,2023-10-24,Defective
1813,3474,949,2024-05-12,Late Delivery
1814,7846,748,2022-11-29,Changed Mind
1815,6646,887,2023-08-20,Defective
1816,11694,90,2023-04-06,Late Delivery
1817,16106,707,2024-10-30,Late Delivery
1818,4824,276,2024-02-29,Changed Mind
1819,12239,898,2025-01-12,Defective
1820,19314,538,2024-09-29,Changed Mind
1821,19260,874,2024-11-08,Changed Mind
1822,8902,500,2025-04-29,Wrong Size
1823,14740,781,2025-07-04,Changed Mind
1824,13485,283,2022-11-13,Changed Mind
1825,5268,835,2024-11-11,Changed Mind
1826,16161,722,2024-01-13,Defective
1827,6021,346,2023-03-23,Wrong Size
1828,14999,480,2024-08-09,Wrong Size
1829,13685,939,2025-09-15,Defective
1830,10514,61,2024-04-09,Late Delivery
1831,10993,451,2023-12-10,Changed Mind
1832,4523,215,2023-08-13,Changed Mind
1833,4553,344,2024-12-18,Wrong Size
1834,10772,560,2024-09-20,Defective
1835,14357,355,2023-08-24,Late Delivery
1836,16337,626,2023-05-14,Changed Mind
1837,4262,412,2025-04-15,Wrong Size
1838,1012,30,2024-09-26,Wrong Size
1839,6824,656,2024-04-07,Defective
1840,3356,6,2024-07-17,Defective
1841,7149,182,2023-05-20,Wrong Size
1842,6571,330,2023-02-16,Late Delivery
1843,3356,536,2025-09-12,Late Delivery
1844,5088,770,2025-04-06,Wrong Size
1845,5220,391,2024-09-29,Defective
1846,10038,20,2024-11-27,Changed Mind
1847,596,511,2022-10-05,Changed Mind
1848,10304,149,2023-04-11,Wrong Size
1849,12615,839,2025-07-16,Wrong Size
1850,15125,276,2024-10-17,Wrong Size
1851,14331,52,2025-09-13,Changed Mind
1852,6875,755,2023-06-08,Defective
1853,18947,33,2023-11-15,Late Delivery
1854,19189,930,2023-10-11,Late Delivery
1855,2492,61,2023-08-07,Defective
1856,970,529,2025-03-13,Late Delivery
1857,5337,232,2023-06-12,Defective
1858,14793,156,2024-12-19,Changed Mind
1859,3909,661,2023-05-14,Late Delivery
1860,7985,357,2024-09-24,Wrong Size
1861,15378,879,2023-08-12,Changed Mind
1862,15809,416,2025-06-30,Changed Mind
1863,17680,629,2023-04-04,Defective
1864,10593,412,2024-02-17,Late Delivery
1865,19274,187,2025-07-21,Late Delivery
1866,398,46,2023-06-13,Late Delivery
1867,1840,213,2025-07-18,Defective
1868,4723,121,2024-12-30,Wrong Size
1869,14704,241,2025-07-23,Late Delivery
1870,5481,743,2023-04-15,Defective
1871,2096,196,2025-05-02,Late Delivery
1872,3618,290,2024-06-16,Wrong Size
1873,184,777,2023-07-13,Changed Mind
1874,16919,33,2024-01-25,Changed Mind
1875,14296,238,2025-08-11,Wrong Size
1876,742,410,2025-07-28,Wrong Size
1877,18704,840,2025-01-15,Defective
1878,3772,315,2023-08-09,Late Delivery
1879,6869,74,2024-12-31,Wrong Size
1880,4262,558,2023-04-02,Defective
1881,19213,591,2023-03-14,Wrong Size
1882,4827,451,2024-07-04,Wrong Size
1883,17711,116,2023-08-13,Wrong Size
1884,8858,1,2024-06-19,Late Delivery
1885,5884,529,2023-01-03,Defective
1886,12197,26,2024-05-06,Defective
1887,7002,301,2024-11-08,Late Delivery
1888,17163,517,2023-01-11,Wrong Size
1889,3880,483,2022-10-22,Wrong Size
1890,9794,473,2023-06-09,Late Delivery
1891,11207,966,2023-06-24,Defective
1892,14441,600,2023-04-19,Wrong Size
1893,11686,267,2024-03-29,Defective
1894,3106,579,2025-03-20,Wrong Size
1895,549,401,2024-03-29,Late Delivery
1896,12007,81,2024-06-11,Defective
1897,10306,550,2023-08-24,Wrong Size
1898,7457,693,2023-01-12,Late Delivery
1899,2314,973,2023-12-29,Wrong Size
1900,18931,87,2024-06-14,Defective
1901,1382,873,2023-11-14,Wrong Size
1902,17483,580,2025-02-14,Wrong Size
1903,2681,991,2023-02-10,Changed Mind
1904,7116,617,2024-04-08,Changed Mind
1905,19293,23,2024-09-14,Changed Mind
1906,6996,682,2024-03-11,Defective
1907,29,421,2025-04-12,Wrong Size
1908,18585,988,2022-10-15,Wrong Size
1909,6395,923,2025-08-06,Changed Mind
1910,2719,557,2023-12-10,Wrong Size
1911,19025,467,2025-06-11,Wrong Size
1912,10037,953,2022-11-10,Changed Mind
1913,8529,805,2023-08-25,Changed Mind
1914,11163,542,2025-01-29,Changed Mind
1915,8615,325,2024-06-26,Wrong Size
1916,2095,639,2024-12-30,Changed Mind
1917,15538,332,2024-07-15,Changed Mind
1918,11393,355,2025-07-20,Wrong Size
1919,3073,285,2023-05-10,Late Delivery
1920,3684,930,2024-11-15,Defective
1921,6438,768,2023-08-28,Wrong Size
1922,18911,362,2025-02-11,Changed Mind
1923,11873,294,2023-07-18,Defective
1924,12735,885,2023-05-14,Wrong Size
1925,13655,537,2024-08-11,Late Delivery
1926,10085,87,2025-01-03,Defective
1927,6418,228,2025-02-08,Late Delivery
