refund_id,return_id,refund_amount,refund_status,refund_date
670,3420,30469.21,Pending,2025-08-13
671,2135,27173.4,Pending,2024-03-17
672,4432,59748.25,Processed,2023-07-31
673,4611,36230.27,Pending,2023-03-20
674,4227,78125.33,Pending,2025-08-03
675,2723,60384.6,Pending,2024-04-28
676,2836,39059.68,Processed,2024-09-21
677,1979,85692.27,Pending,2023-05-29
678,4626,1098.52,Pending,2024-08-19
679,2908,67408.72,Pending,2022-10-03
680,4137,86078.77,Pending,2024-06-16
681,208,38296.23,Pending,2024-12-06
682,4072,72345.16,Processed,2025-09-10
683,1384,3175.3,Pending,2024-01-18
684,789,40323.03,Processed,2025-07-22
685,2107,44997.87,Processed,2024-01-25
686,1593,63016.69,Processed,2024-12-17
687,2225,27274.16,Processed,2024-02-05
688,2934,47812.63,Processed,2024-12-27
689,3158,45231.78,Pending,2023-08-26
690,4696,68180.41,Pending,2023-06-22
691,3362,21045.27,Pending,2023-03-18
692,4596,60315.06,Pending,2023-10-10
693,1160,54336.34,Processed,2024-05-04
694,2255,45501.05,Processed,2024-11-07
695,2799,57737.18,Processed,2024-06-12
696,175,54731.14,Pending,2025-04-07
697,343,32860.47,Processed,2022-10-16
698,1578,67020.5,Pending,2025-06-07
699,2169,77522.6,Pending,2023-10-13
700,1763,48055.84,Pending,2024-06-15
701,418,35267.09,Pending,2023-05-08
702,3343,40665.94,Processed,2024-08-10
703,1516,22562.35,Pending,2025-01-16
704,1556,10161.98,Pending,2022-10-18
705,1538,83142.32,Pending,2024-11-21
706,1959,55613.89,Processed,2022-12-10
707,4211,45721.7,Pending,2023-08-20
708,3752,19413.82,Pending,2023-04-23
709,1632,11069.1,Pending,2022-12-25
710,85,48342.32,Pending,2025-08-04
711,4054,4681.08,Pending,2025-08-06
712,135,29700.08,Processed,2023-10-04
713,1831,54205.49,Processed,2024-01-06
714,4423,17718.23,Pending,2024-08-13
715,3222,33345.65,Processed,2022-10-23
716,1602,5639.73,Processed,2022-10-01
717,2021,2863.22,Processed,2025-01-07
718,2257,48636.42,Processed,2025-06-19
719,1042,77883.83,Processed,2025-08-08
720,2794,9718.89,Processed,2022-11-20
721,4373,45765.28,Pending,2023-06-20
722,4859,45937.94,Pending,2022-12-20
723,3773,83505.12,Processed,2024-01-25
724,697,78043.85,Processed,2024-10-10
725,1554,10207.24,Processed,2024-07-07
726,4009,68643.85,Pending,2024-03-28
727,1207,68061.0,Pending,2022-11-28
728,3721,5500.85,Pending,2022-12-19
729,1501,2201.79,Processed,2023-01-11
730,1987,73768.47,Pending,2024-01-09
731,638,75363.9,Processed,2024-08-03
732,4041,77322.58,Pending,2023-07-04
733,3533,38956.82,Pending,2024-05-16
734,4013,29950.81,Processed,2023-03-22
735,4545,23830.94,Processed,2024-08-31
736,1155,61517.69,Processed,2025-05-02
737,1118,15131.18,Pending,2024-03-27
738,2471,54516.16,Pending,2025-07-18
739,4355,5804.75,Pending,2025-08-25
740,4090,60650.17,Pending,2022-12-16
741,4205,74194.42,Pending,2023-02-17
742,4912,39643.57,Pending,2022-12-11
743,3072,80966.92,Processed,2024-04-04
744,3716,32205.08,Pending,2024-09-29
745,356,62404.52,Pending,2023-02-08
746,3482,69088.97,Pending,2025-02-15
747,1215,23651.96,Processed,2025-08-25
748,3015,71185.77,Pending,2023-08-28
749,92,730.57,Processed,2023-04-08
750,652,4049.81,Processed,2023-03-02
751,3545,89340.88,Processed,2022-10-13
752,4145,42084.72,Pending,2023-05-22
753,3982,78207.19,Pending,2024-05-02
754,3277,46496.61,Pending,2025-03-03
755,1671,4598.53,Pending,2024-08-13
756,785,20857.31,Pending,2024-11-23
757,1458,16053.16,Processed,2024-11-15
758,2371,24259.31,Pending,2023-06-13
759,2962,83247.54,Processed,2023-01-30
760,4816,80043.24,Processed,2023-10-13
761,1728,18700.19,Processed,2022-11-22
762,2159,41894.42,Processed,2024-10-17
763,1147,10337.13,Processed,2022-11-15
764,182,47271.32,Processed,2024-05-17
765,3553,36807.29,Processed,2023-06-18
766,4092,42720.35,Processed,2022-12-12
767,1356,68849.57,Pending,2022-10-19
768,1531,89581.05,Pending,2025-05-20
769,632,7314.51,Processed,2023-12-27
770,374,68027.9,Pending,2023-06-14
771,1105,69126.17,Processed,2024-11-19
772,4907,87032.16,Processed,2024-12-19
773,3106,43660.81,Pending,2025-04-01
774,2226,2765.95,Processed,2025-03-11
775,2121,60858.76,Pending,2024-02-08
776,1087,4005.27,Processed,2023-03-22
777,3565,86487.2,Pending,2025-07-09
778,323,52142.79,Processed,2023-10-06
779,2981,71342.67,Pending,2024-03-20
780,464,74393.31,Processed,2025-09-09
781,2060,69823.9,Pending,2025-07-07
782,2813,58535.26,Pending,2023-03-30
783,1742,84671.19,Pending,2023-07-31
784,3360,51413.65,Pending,2025-01-08
785,4476,85851.48,Processed,2024-12-09
786,863,49938.69,Pending,2022-12-08
787,4431,89929.54,Pending,2024-09-22
788,3827,20343.77,Processed,2023-01-04
789,4218,71046.89,Processed,2024-08-13
790,491,46397.5,Pending,2024-01-12
791,2637,27718.61,Pending,2024-11-05
792,3541,77683.04,Processed,2025-03-23
793,755,29902.9,Processed,2025-02-09
794,4976,38502.83,Processed,2025-04-18
795,2832,57103.3,Pending,2023-06-06
796,4566,68849.46,Pending,2024-12-14
797,2224,76619.25,Pending,2023-08-10
798,944,87535.07,Processed,2024-07-17
799,385,3349.19,Pending,2023-10-30
800,1913,22980.46,Processed,2024-02-07
801,4486,10825.26,Processed,2024-08-09
802,830,83245.95,Pending,2025-09-02
803,4054,22614.99,Pending,2023-02-11
804,2459,77967.78,Pending,2023-05-16
805,694,30635.73,Pending,2024-05-16
806,1525,17354.51,Pending,2024-06-30
807,4356,17076.56,Pending,2024-08-09
808,220,72682.16,Pending,2022-11-19
809,3258,46428.14,Processed,2022-12-21
810,4602,65475.38,Processed,2023-04-17
811,3781,7812.55,Pending,2023-03-21
812,2903,81901.49,Processed,2024-02-23
813,3379,18413.62,Pending,2025-04-08
814,3807,60344.22,Processed,2023-10-21
815,1212,35346.5,Processed,2023-11-23
816,2777,8966.47,Processed,2023-01-09
817,684,2874.03,Processed,2024-06-02
818,673,10297.62,Pending,2025-07-18
819,1909,69961.86,Processed,2024-12-15
820,74,29688.45,Pending,2024-05-25
821,2196,62686.86,Processed,2025-03-02
822,1776,33958.1,Processed,2024-07-23
823,3961,28521.54,Pending,2024-06-01
824,3473,8947.5,Pending,2024-09-27
825,3040,2126.29,Processed,2025-02-11
826,4778,10175.34,Pending,2023-10-26
827,4231,60745.36,Pending,2024-06-03
828,3466,38523.54,Processed,2024-02-19
829,4708,41553.94,Processed,2023-11-19
830,966,30667.62,Pending,2024-02-01
831,3908,68501.28,Processed,2023-12-24
832,3447,5010.11,Pending,2024-12-03
833,3687,84322.26,Pending,2024-10-18
834,4556,64101.84,Processed,2023-08-01
835,1124,84077.86,Processed,2023-09-30
836,1517,20910.64,Pending,2024-07-27
837,1446,46050.65,Processed,2025-05-10
838,3453,39851.26,Pending,2024-12-21
839,4345,44788.51,Processed,2023-06-06
840,1896,9358.17,Processed,2025-03-29
841,4064,56538.02,Pending,2024-03-28
842,1680,8103.4,Processed,2024-05-01
843,677,29633.86,Processed,2022-11-11
844,4866,29730.95,Processed,2024-04-14
845,2969,59112.78,Pending,2024-08-07
846,3744,54718.74,Pending,2023-03-22
847,1943,27357.8,Processed,2025-07-25
848,1958,84063.93,Pending,2023-10-27
849,2907,89081.42,Pending,2022-11-28
850,1014,16694.71,Processed,2023-03-29
851,1475,36367.06,Processed,2025-01-28
852,360,6672.44,Processed,2024-02-26
853,68,26344.57,Pending,2022-12-10
854,1497,47600.68,Pending,2024-05-06
855,905,39466.38,Processed,2025-05-16
856,4546,64549.48,Processed,2023-08-31
857,3178,55293.06,Processed,2024-07-28
858,1955,25103.88,Pending,2024-10-30
859,1017,85662.92,Pending,2024-04-28
860,3848,13074.16,Pending,2022-10-09
861,406,82305.67,Processed,2024-07-29
862,1247,74390.98,Pending,2025-03-21
863,51,78333.83,Pending,2023-09-09
864,4356,31797.27,Processed,2024-03-26
865,4294,58001.85,Pending,2023-12-25
866,4899,66518.16,Pending,2023-07-09
867,2990,510.4,Pending,2023-04-10
868,242,51128.75,Processed,2024-03-10
869,3790,63943.28,Processed,2025-09-04
870,1208,7902.66,Processed,2023-02-08
871,729,34674.1,Pending,2024-12-12
872,2233,47517.37,Processed,2024-11-15
873,1217,63572.03,Pending,2025-02-22
874,2406,81931.83,Processed,2024-04-01
875,4011,41269.84,Pending,2022-11-26
876,3502,34539.73,Processed,2023-02-04
877,1516,58535.72,Processed,2024-10-03
878,866,33257.28,Pending,2022-10-10
879,1176,17872.65,Processed,2022-09-24
880,386,79986.68,Pending,2025-09-02
881,405,61834.7,Pending,2023-05-21
882,4147,71713.6,Pending,2025-03-30
883,4895,77082.24,Processed,2024-06-16
884,2293,639.81,Processed,2025-06-13
885,3067,4128.42,Pending,2023-02-10
886,929,88836.5,Pending,2023-12-22
887,134,20902.03,Processed,2024-12-07
888,395,14764.66,Processed,2025-04-05
889,635,32059.85,Pending,2024-09-18
890,4987,45346.65,Processed,2025-01-12
891,2078,33173.63,Processed,2024-02-23
892,4068,75475.73,Processed,2025-01-28
893,2867,68641.86,Pending,2024-04-02
894,1679,52126.08,Processed,2025-07-16
895,3588,37398.9,Pending,2023-07-28
896,2332,72323.92,Processed,2024-02-19
897,4070,48503.44,Pending,2025-01-08
898,2323,79002.85,Pending,2025-09-11
899,4752,3015.22,Processed,2023-01-26
900,2600,61651.63,Processed,2023-08-12
901,298,45167.14,Processed,2025-05-24
902,3620,8529.49,Processed,2023-03-05
903,755,56032.59,Processed,2025-07-02
904,4153,39502.25,Pending,2022-10-10
905,2595,35330.98,Pending,2023-12-14
906,4215,20410.9,Pending,2023-10-28
907,382,59414.61,Pending,2022-10-10
908,212,85039.3,Pending,2023-02-12
909,1413,49643.92,Pending,2022-10-31
910,940,15661.13,Pending,2025-03-08
911,1914,73833.52,Pending,2023-11-04
912,1051,89902.6,Processed,2025-01-30
913,1054,50397.01,Pending,2023-07-12
914,3158,79910.68,Processed,2023-07-04
915,4284,48252.86,Processed,2023-08-30
916,3814,86814.81,Pending,2024-01-05
917,953,42313.78,Pending,2024-09-26
918,3997,54298.62,Pending,2023-01-29
919,2296,43472.71,Pending,2023-05-14
920,1093,3506.36,Pending,2024-08-06
921,629,74044.58,Pending,2022-11-27
922,3482,88197.61,Pending,2025-01-11
923,3694,26086.67,Processed,2023-09-20
924,668,17236.73,Processed,2023-01-12
925,3204,65184.19,Processed,2025-06-16
926,2925,11722.91,Pending,2024-05-14
927,4642,70397.55,Processed,2023-10-06
928,1983,38808.19,Processed,2023-06-04
929,4166,35133.07,Processed,2023-11-18
930,1497,35804.22,Pending,2023-09-10
931,2963,41864.81,Processed,2025-07-10
932,323,84317.1,Processed,2022-12-11
933,2500,61850.52,Pending,2023-09-13
934,4994,88190.85,Pending,2023-02-06
935,4701,80456.51,Pending,2024-01-31
936,2351,17780.28,Pending,2024-06-09
937,777,9797.39,Processed,2024-10-30
938,2787,10617.9,Processed,2023-07-06
939,4660,80961.24,Pending,2023-04-05
940,4845,68645.2,Processed,2023-02-23
941,4349,27527.81,Processed,2023-10-13
942,1803,12256.28,Processed,2024-04-30
943,3887,30242.04,Processed,2023-06-15
944,2327,70124.94,Processed,2024-05-29
945,3598,57936.11,Pending,2024-03-26
946,4629,86217.07,Pending,2023-06-15
947,4984,20978.83,Processed,2025-02-11
948,4428,36340.44,Pending,2023-01-11
949,758,41202.93,Processed,2024-11-28
950,2104,27874.11,Pending,2024-09-11
951,2038,27039.23,Pending,2022-11-16
952,3668,78269.46,Processed,2025-08-29
953,2727,74650.61,Processed,2024-11-04
954,1653,51650.77,Pending,2022-12-07
955,1964,2433.77,Pending,2024-07-15
956,86,68934.7,Processed,2023-07-03
957,348,59032.52,Pending,2025-06-25
958,4224,24579.34,Pending,2024-01-16
959,2493,52492.85,Processed,2025-01-19
960,2690,89433.99,Processed,2023-02-28
961,3444,47556.75,Processed,2023-01-15
962,2707,68261.02,Pending,2023-08-27
963,3018,4218.41,Processed,2024-08-20
964,1296,50148.01,Processed,2022-12-24
965,3505,1803.3,Processed,2025-03-03
966,1671,21187.85,Processed,2022-09-21
967,1880,51518.65,Processed,2022-10-27
968,1422,54119.99,Pending,2024-06-17
969,3467,66196.32,Pending,2022-10-11
970,1261,33585.79,Pending,2024-03-31
971,2251,28189.99,Processed,2023-01-02
972,4441,57595.07,Processed,2024-04-17
973,4319,4746.76,Processed,2023-10-26
974,404,58669.49,Pending,2024-04-01
975,1215,40474.48,Pending,2024-08-21
976,3368,7591.31,Processed,2025-08-13
977,2788,16739.15,Processed,2024-02-25
978,3196,15069.24,Pending,2024-09-25
979,1606,26127.92,Pending,2025-05-19
980,1551,40139.65,Processed,2025-08-18
981,4830,35122.79,Processed,2023-11-29
982,4271,16296.54,Processed,2025-07-10
983,145,2752.0,Processed,2023-05-21
984,2438,49146.05,Pending,2024-08-17
985,1704,51586.06,Processed,2024-04-28
986,2004,2835.67,Pending,2023-02-17
987,3363,85092.79,Processed,2023-08-19
988,775,62075.41,Processed,2022-10-29
989,1499,31855.09,Processed,2025-08-04
990,3010,36914.35,Processed,2024-03-01
991,1439,12542.21,Pending,2023-02-01
992,4703,31557.07,Processed,2023-05-14
993,1075,20525.14,Processed,2023-10-27
994,4043,67688.09,Pending,2024-09-10
995,4789,40370.78,Pending,2024-12-03
996,4347,49474.83,Processed,2023-07-04
997,4615,58960.36,Pending,2024-08-12
998,537,1481.85,Pending,2025-04-22
999,1109,36633.56,Pending,2023-08-25
1000,4780,13125.31,Processed,2023-02-02
1001,2891,42739.35,Pending,2024-07-03
1002,653,18138.37,Processed,2024-02-01
1003,684,23818.86,Pending,2023-09-04
1004,335,9378.31,Processed,2024-12-08
1005,4407,6205.5,Pending,2023-06-29
1006,1608,52073.3,Processed,2023-11-27
1007,2013,83733.32,Pending,2025-07-06
1008,4339,26207.84,Processed,2024-12-03
1009,4590,82839.26,Pending,2024-06-25
1010,941,50021.46,Processed,2024-11-13
1011,3781,11813.62,Processed,2023-02-26
1012,801,51682.47,Pending,2024-05-16
1013,3339,52290.89,Pending,2024-03-05
1014,410,22815.4,Processed,2024-05-07
1015,2281,3769.97,Processed,2023-11-22
1016,877,47010.65,Processed,2025-04-28
1017,2603,86238.03,Pending,2022-09-20
1018,95,49152.77,Pending,2025-08-10
1019,22,24341.21,Pending,2024-06-02
1020,4874,21320.09,Processed,2025-08-26
1021,1987,14552.74,Processed,2024-10-04
1022,2865,69610.16,Processed,2023-10-14
1023,4052,5532.44,Pending,2025-07-10
1024,4215,88444.52,Pending,2023-05-24
1025,4814,3452.44,Pending,2025-09-10
1026,3114,3677.03,Pending,2025-08-16
1027,3402,22773.49,Pending,2025-01-30
1028,4860,66429.8,Pending,2023-04-23
1029,1772,16911.56,Pending,2024-12-09
1030,3388,71418.08,Pending,2024-02-24
1031,355,9631.41,Pending,2024-11-15
1032,4276,12804.49,Pending,2025-07-16
1033,1838,56632.85,Processed,2022-10-02
1034,2140,25023.81,Processed,2023-06-14
1035,3337,56593.05,Pending,2023-12-28
1036,2091,30648.79,Processed,2024-03-14
1037,279,4261.53,Processed,2024-05-12
1038,1930,7010.5,Pending,2024-03-25
1039,453,12551.89,Pending,2024-04-14
1040,793,35305.42,Processed,2023-11-05
1041,2307,71885.58,Pending,2025-02-10
1042,2104,33712.36,Pending,2025-01-25
1043,1434,36320.8,Processed,2024-12-11
1044,544,53884.8,Processed,2022-10-13
1045,2244,64438.58,Pending,2024-05-09
1046,4461,8418.33,Processed,2023-07-09
1047,325,15539.69,Pending,2023-05-25
1048,2050,38011.56,Pending,2023-08-28
1049,320,10022.35,Processed,2023-07-28
1050,4012,55193.07,Processed,2024-08-14
1051,2474,27705.74,Pending,2023-03-17
1052,4877,24692.97,Processed,2024-10-02
1053,1454,55306.31,Pending,2025-03-29
1054,1725,76675.78,Processed,2025-07-14
1055,4888,88547.47,Processed,2023-08-26
1056,633,81385.68,Processed,2025-07-26
1057,3797,48598.79,Pending,2024-06-19
1058,4530,46661.22,Processed,2024-10-31
1059,1500,54717.55,Processed,2025-01-31
1060,2789,29210.74,Pending,2024-10-05
1061,3520,81225.53,Processed,2025-08-08
1062,1511,57905.38,Pending,2024-11-05
1063,3946,18566.84,Processed,2025-03-23
1064,942,61260.92,Processed,2025-03-09
1065,1104,80436.72,Pending,2025-01-31
1066,3088,76817.22,Processed,2024-12-11
1067,3009,50250.36,Pending,2023-06-08
1068,4081,17638.26,Processed,2023-10-25
1069,875,39983.38,Pending,2023-08-26
1070,4257,43701.3,Processed,2025-06-03
1071,1884,8431.65,Processed,2023-09-24
1072,3040,30429.94,Processed,2025-08-03
1073,2148,27063.28,Pending,2025-01-17
1074,1670,53894.02,Pending,2023-05-17
1075,4922,13837.9,Pending,2023-04-28
1076,2121,5081.52,Processed,2024-01-09
1077,4274,62376.93,Processed,2023-11-24
1078,283,24948.83,Pending,2025-05-13
1079,3196,70509.7,Pending,2024-12-23
1080,3382,75968.52,Processed,2023-03-20
1081,3985,70291.56,Pending,2023-10-20
1082,4115,19549.27,Pending,2022-11-01
1083,1562,27288.58,Processed,2023-09-10
1084,1299,51425.42,Processed,2023-03-22
1085,2030,55699.31,Pending,2025-07-26
1086,4821,47667.01,Processed,2022-11-27
1087,1756,44717.61,Processed,2023-03-31
1088,4556,8388.1,Pending,2025-06-12
1089,1459,61041.22,Processed,2024-03-01
1090,1705,18792.88,Processed,2023-02-06
1091,1003,87270.92,Pending,2023-12-05
1092,4436,44561.57,Pending,2025-02-04
1093,2259,27320.94,Pending,2023-08-08
1094,4982,56237.22,Pending,2023-07-23
1095,2657,51607.07,Pending,2023-05-23
1096,490,68023.1,Pending,2024-05-20
1097,3804,50496.62,Pending,2025-04-11
1098,1281,74733.17,Pending,2025-01-23
1099,3648,60743.3,Pending,2024-05-24
1100,3991,42280.29,Pending,2023-08-08
1101,2756,22622.15,Pending,2023-12-21
1102,874,38150.31,Pending,2023-05-21
1103,689,20298.63,Processed,2025-05-14
1104,4237,16993.26,Processed,2025-04-21
1105,4103,39487.0,Processed,2024-09-09
1106,2885,58827.34,Pending,2024-05-19
1107,4245,76497.06,Pending,2022-12-17
1108,679,80532.54,Processed,2025-05-17
1109,2283,64515.69,Processed,2022-12-25
1110,254,79078.53,Pending,2023-03-23
1111,2065,32987.76,Pending,2024-04-22
1112,1139,5144.33,Pending,2025-01-12
1113,1138,89721.8,Pending,2025-08-31
1114,2927,27513.06,Pending,2025-07-10
1115,2555,39549.99,Processed,2025-09-03
1116,1560,71277.96,Pending,2023-10-03
1117,435,46417.28,Processed,2024-02-17
1118,3482,10779.28,Pending,2024-03-29
1119,908,52010.02,Processed,2025-05-12
1120,3720,13199.71,Processed,2025-07-15
1121,1696,67471.59,Pending,2024-11-10
1122,4549,73769.88,Pending,2023-12-11
1123,899,53074.28,Processed,2024-08-23
1124,4862,83866.2,Processed,2023-11-13
1125,1232,26683.72,Processed,2023-06-04
1126,2923,71454.17,Pending,2025-03-19
1127,1102,84345.84,Pending,2025-05-08
1128,217,28178.93,Processed,2022-11-13
1129,3258,60074.01,Processed,2024-10-29
1130,1034,47722.89,Processed,2024-05-10
1131,3594,88365.04,Processed,2025-04-10
1132,503,35162.66,Processed,2023-03-09
1133,416,2551.52,Pending,2023-10-09
1134,1247,60805.26,Processed,2024-02-11
1135,1130,18208.53,Processed,2023-02-25
1136,1144,25398.38,Processed,2023-10-15
1137,756,36008.62,Processed,2022-10-21
1138,2224,82666.37,Pending,2024-07-29
1139,1063,53340.06,Processed,2023-04-14
1140,4379,9142.47,Processed,2024-10-06
1141,1687,44081.46,Pending,2024-08-20
1142,1742,36560.79,Pending,2024-12-16
1143,2218,67699.76,Processed,2024-04-15
1144,4578,64446.34,Pending,2023-01-30
1145,2193,29036.79,Pending,2023-04-27
1146,1932,66897.58,Processed,2024-02-24
1147,1265,49373.94,Processed,2023-05-26
1148,2976,31238.55,Processed,2022-11-16
1149,160,10630.07,Pending,2022-11-24
1150,1130,32416.32,Processed,2025-09-18
1151,1425,41752.92,Pending,2023-10-20
1152,3014,27004.48,Pending,2022-09-23
1153,4148,14080.95,Pending,2024-07-06
1154,845,36054.44,Processed,2023-01-18
1155,2956,88582.28,Processed,2022-10-24
1156,1089,40803.17,Processed,2024-05-08
1157,3982,54997.94,Processed,2025-02-06
1158,3855,72693.89,Processed,2024-01-17
1159,4929,25039.19,Pending,2024-01-02
1160,4042,46768.36,Pending,2024-07-21
1161,4341,45453.45,Pending,2023-09-04
1162,3704,69729.5,Processed,2025-02-17
1163,1095,59905.19,Pending,2023-01-15
1164,4295,11109.35,Pending,2024-04-23
1165,568,12074.03,Processed,2025-08-02
1166,2887,61017.13,Pending,2024-03-23
1167,737,87109.45,Pending,2022-09-20
1168,1853,60277.52,Processed,2023-07-14
1169,3261,28849.73,Processed,2022-10-21
1170,2554,69890.05,Processed,2022-11-02
1171,3554,70229.46,Processed,2023-04-26
1172,2682,2521.34,Processed,2025-01-06
1173,4918,62607.12,Processed,2025-09-11
1174,1058,25435.8,Pending,2025-06-29
1175,450,83745.04,Pending,2023-06-02
1176,4802,25369.76,Processed,2023-01-01
1177,2582,88880.37,Processed,2024-12-19
1178,938,54604.96,Processed,2022-10-18
1179,4302,78238.44,Processed,2024-12-17
1180,1464,49421.27,Processed,2025-05-01
1181,269,4034.98,Processed,2023-02-22
1182,3174,71814.48,Pending,2024-07-07
1183,3788,67521.07,Pending,2024-07-02
1184,4697,69370.58,Processed,2024-08-12
1185,3422,83807.92,Processed,2024-06-04
1186,947,30638.08,Pending,2023-03-17
1187,4114,71025.41,Pending,2025-05-28
1188,3927,4654.3,Pending,2025-02-06
1189,3961,30340.84,Pending,2024-02-17
1190,582,50009.29,Processed,2022-10-03
1191,885,88405.66,Pending,2024-06-04
1192,4878,32423.51,Pending,2023-05-22
1193,1700,70900.35,Pending,2024-12-27
1194,965,13857.11,Pending,2023-12-10
1195,3698,30463.39,Processed,2023-11-19
1196,506,2238.19,Processed,2023-10-02
1197,1534,75963.02,Processed,2023-01-10
1198,3329,84234.88,Processed,2023-05-28
1199,4257,73309.44,Pending,2024-09-18
1200,3952,56248.49,Pending,2024-07-06
1201,1905,50656.48,Pending,2024-02-05
1202,1910,47071.85,Processed,2023-03-18
1203,3975,71128.26,Pending,2024-11-24
1204,1418,1210.41,Processed,2023-12-26
1205,3653,6563.27,Pending,2022-12-13
1206,1978,51299.55,Pending,2023-02-21
1207,2499,83375.27,Pending,2023-01-08
1208,3981,39126.05,Processed,2025-01-06
1209,675,51144.86,Pending,2024-06-12
1210,1979,68047.53,Processed,2024-11-03
1211,3156,51550.64,Processed,2023-02-23
1212,2600,67166.63,Pending,2025-08-07
1213,1719,89861.02,Pending,2023-05-18
1214,404,50004.0,Pending,2024-02-21
1215,1552,15023.63,Pending,2024-03-03
1216,1029,14125.42,Processed,2023-10-28
1217,1305,39304.93,Processed,2024-05-13
1218,1599,88088.74,Pending,2024-08-07
1219,4129,24611.31,Pending,2024-12-09
1220,3855,44711.58,Processed,2025-04-02
1221,1100,48688.12,Pending,2023-12-16
1222,4500,40389.92,Processed,2023-01-19
1223,4278,19251.15,Processed,2024-03-17
1224,2298,78588.09,Pending,2023-04-12
1225,4931,79330.57,Pending,2024-12-20
1226,1182,66811.3,Processed,2024-11-03
1227,1171,31803.25,Pending,2023-11-14
1228,3643,65648.36,Pending,2024-01-09
1229,3735,11662.44,Pending,2024-08-12
1230,3947,23398.04,Pending,2025-04-14
1231,1155,39380.01,Pending,2025-01-06
1232,4971,30931.01,Pending,2022-12-05
1233,4353,89585.75,Processed,2024-03-14
1234,1971,28243.55,Pending,2024-12-04
1235,3041,52825.24,Pending,2024-06-07
1236,3056,25747.92,Processed,2024-03-31
1237,363,79149.36,Processed,2024-07-12
1238,520,60089.86,Pending,2024-12-06
1239,4667,20823.6,Pending,2022-12-15
1240,4500,58106.76,Pending,2024-01-21
1241,883,42867.73,Processed,2022-12-21
1242,405,87232.28,Processed,2025-02-14
1243,3803,27003.18,Processed,2024-06-07
1244,4726,49959.44,Pending,2024-03-23
1245,2276,75184.12,Processed,2024-10-29
1246,4397,38115.58,Pending,2024-03-20
1247,2943,8692.12,Pending,2024-09-07
1248,308,59554.03,Processed,2025-04-26
1249,3650,11434.55,Processed,2022-12-01
1250,3828,12096.77,Pending,2024-03-09
1251,3954,33956.33,Pending,2025-05-20
1252,256,71418.24,Pending,2024-09-10
1253,2998,959.42,Processed,2024-11-19
1254,1928,82217.92,Pending,2025-03-30
1255,1058,7472.9,Pending,2024-02-14
1256,1262,80232.19,Pending,2025-07-27
1257,368,18507.14,Pending,2022-10-19
1258,2028,25866.62,Pending,2023-12-04
1259,784,44200.73,Processed,2024-06-14
1260,2677,64849.89,Processed,2023-06-23
1261,3636,81774.42,Pending,2023-06-03
1262,1198,23580.14,Processed,2024-06-20
1263,2692,8462.68,Processed,2024-06-13
1264,3406,47600.04,Pending,2023-01-18
1265,2270,79505.38,Pending,2023-12-13
1266,2097,29760.15,Processed,2024-07-05
1267,2601,76967.51,Processed,2024-01-24
1268,2450,73386.97,Pending,2023-12-19
1269,2745,45745.0,Processed,2025-09-07
1270,4228,59424.23,Processed,2023-04-11
1271,45,64397.16,Pending,2022-10-29
1272,304,18379.87,Processed,2024-01-18
1273,2928,1380.34,Processed,2025-09-03
1274,2302,57396.98,Pending,2022-11-26
1275,2633,47744.27,Pending,2024-04-11
1276,3938,78875.51,Pending,2025-07-30
1277,346,10086.76,Processed,2024-06-18
1278,4779,35115.75,Pending,2024-04-27
1279,1436,46481.92,Pending,2022-10-06
1280,596,68430.44,Processed,2023-12-24
1281,2772,42903.87,Processed,2024-07-02
1282,4989,32810.46,Pending,2025-01-10
1283,246,73927.06,Processed,2024-09-15
1284,1840,89678.72,Processed,2024-06-29
1285,3328,39880.99,Processed,2022-10-11
1286,1682,15782.96,Pending,2025-03-11
1287,957,12173.23,Processed,2024-11-18
1288,2475,62828.69,Processed,2024-04-18
1289,4235,19748.07,Pending,2025-02-02
1290,4805,89231.43,Pending,2025-03-29
1291,1872,87065.76,Processed,2023-08-24
1292,670,82901.89,Pending,2024-01-28
1293,1521,52602.75,Pending,2024-09-07
1294,789,17127.64,Pending,2022-11-28
1295,2427,51722.96,Processed,2025-08-20
1296,545,41201.82,Pending,2025-07-18
1297,3178,62568.69,Processed,2022-12-01
1298,176,43136.65,Processed,2024-10-06
1299,3134,24094.3,Pending,2024-02-04
1300,3883,42692.26,Pending,2023-02-12
1301,3525,37050.44,Pending,2024-10-22
1302,1497,86509.94,Pending,2025-07-14
1303,2947,44949.87,Processed,2025-06-07
1304,4820,25513.4,Pending,2023-06-09
1305,486,75662.79,Pending,2025-06-07
1306,1403,58099.95,Processed,2025-01-07
1307,3575,12486.44,Pending,2024-01-05
1308,4037,9958.04,Processed,2024-12-24
1309,2337,41842.61,Processed,2024-09-13
1310,11,86031.27,Pending,2023-07-13
1311,4272,71124.5,Processed,2023-05-13
1312,4853,13839.81,Processed,2022-11-29
1313,3417,51158.3,Processed,2024-06-18
1314,4400,60009.04,Pending,2025-05-10
1315,2378,13333.49,Pending,2023-11-15
1316,2651,65594.95,Processed,2025-09-16
1317,896,71102.86,Pending,2023-07-30
1318,1256,39885.2,Processed,2025-05-24
1319,1362,37170.35,Processed,2023-02-05
1320,4705,4224.08,Pending,2024-08-24
1321,1271,41675.85,Pending,2024-08-23
1322,3732,72300.14,Processed,2022-12-23
1323,1623,44016.24,Processed,2024-06-26
1324,3111,4459.54,Pending,2024-12-25
1325,3168,34818.85,Pending,2023-11-02
